UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID4964,,Kochi,25,Male,,Creativity,Goal-Oriented,218,No,No,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID4965,,Kochi,36,Male,,Creativity,Performance-Driven,189,No,Yes,Yes,No,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID4966,,Delhi,30,Female,,Creativity,Goal-Oriented,64,Yes,Yes,No,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID4967,,Mumbai,42,Male,,Flexibility,Competitive-Spirit,201,Yes,No,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID4968,,Chennai,48,Female,,Individual,Goal-Oriented,81,No,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID4969,,Hyderabad,45,Male,,Creativity,Competitive-Spirit,229,No,No,Yes,No,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID4970,,Delhi,34,Female,,Creativity,Goal-Oriented,53,Yes,Yes,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID4971,,Kochi,26,Male,,Creativity,Goal-Oriented,159,No,No,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4972,,Delhi,28,Male,,Individual,Goal-Oriented,240,No,Yes,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID4973,,Delhi,34,Male,,Flexibility,Performance-Driven,319,Yes,No,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID4974,,Hyderabad,28,Female,,Creativity,Goal-Oriented,212,Yes,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID4975,,Chennai,21,Female,,Creativity,Performance-Driven,85,No,No,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4976,,Chennai,45,Male,,Flexibility,Goal-Oriented,309,Yes,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID4977,,Hyderabad,19,Female,,Flexibility,Performance-Driven,84,Yes,Yes,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID4978,,Delhi,19,Female,,Flexibility,Competitive-Spirit,47,No,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID4979,,Chennai,21,Female,,Individual,Performance-Driven,158,Yes,No,Yes,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4980,,Kochi,24,Male,,Individual,Goal-Oriented,79,Yes,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4981,,Hyderabad,27,Female,,Creativity,Competitive-Spirit,298,Yes,No,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID4982,,Mumbai,42,Female,,Creativity,Goal-Oriented,110,No,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4983,,Mumbai,24,Female,,Flexibility,Goal-Oriented,271,Yes,Yes,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID4984,,Delhi,28,Female,,Creativity,Performance-Driven,246,Yes,No,No,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID4985,,Mumbai,50,Male,,Creativity,Performance-Driven,318,Yes,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID4986,,Hyderabad,22,Male,,Creativity,Goal-Oriented,242,Yes,No,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID4987,,Mumbai,31,Male,,Creativity,Goal-Oriented,75,No,Yes,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID4988,,Kochi,35,Female,,Creativity,Performance-Driven,44,Yes,No,No,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID4989,,Mumbai,34,Male,,Individual,Performance-Driven,289,Yes,Yes,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID4990,,Delhi,18,Male,,Flexibility,Competitive-Spirit,153,No,Yes,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID4991,,Mumbai,46,Female,,Flexibility,Competitive-Spirit,197,Yes,No,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID4992,,Hyderabad,28,Male,,Creativity,Goal-Oriented,109,Yes,No,Yes,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID4993,,Kochi,22,Female,,Creativity,Performance-Driven,347,Yes,Yes,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID4994,,Mumbai,49,Female,,Individual,Competitive-Spirit,116,No,No,No,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID4995,,Chennai,48,Female,,Creativity,Performance-Driven,43,No,No,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID4996,,Mumbai,32,Male,,Creativity,Performance-Driven,118,No,Yes,Yes,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID4997,,Mumbai,48,Female,,Creativity,Performance-Driven,35,No,No,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID4998,,Hyderabad,44,Female,,Individual,Competitive-Spirit,126,Yes,No,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID4999,,Mumbai,44,Female,,Creativity,Performance-Driven,134,No,No,Yes,No,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5000,,Delhi,19,Male,,Creativity,Competitive-Spirit,178,Yes,No,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5001,,Chennai,18,Female,,Creativity,Performance-Driven,300,No,Yes,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5002,,Mumbai,25,Female,,Creativity,Competitive-Spirit,39,No,No,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5003,,Mumbai,50,Male,,Creativity,Performance-Driven,133,No,No,Yes,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5004,,Hyderabad,34,Male,,Individual,Competitive-Spirit,47,No,No,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5005,,Hyderabad,47,Female,,Creativity,Competitive-Spirit,76,No,Yes,Yes,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5006,,Chennai,41,Male,,Individual,Goal-Oriented,267,Yes,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5007,,Hyderabad,19,Female,,Flexibility,Goal-Oriented,320,No,No,No,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5008,,Chennai,34,Female,,Creativity,Performance-Driven,32,No,Yes,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5009,,Mumbai,48,Female,,Creativity,Performance-Driven,86,Yes,Yes,No,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5010,,Kochi,27,Male,,Creativity,Goal-Oriented,291,No,No,Yes,Yes,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5011,,Chennai,23,Male,,Creativity,Competitive-Spirit,327,Yes,No,Yes,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5012,,Chennai,49,Male,,Creativity,Goal-Oriented,126,Yes,Yes,No,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5013,,Chennai,41,Male,,Flexibility,Competitive-Spirit,181,Yes,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5014,,Mumbai,25,Female,,Creativity,Competitive-Spirit,186,No,No,No,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5015,,Delhi,47,Male,,Creativity,Competitive-Spirit,279,No,No,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5016,,Mumbai,50,Female,,Individual,Performance-Driven,117,No,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5017,,Delhi,42,Male,,Individual,Goal-Oriented,81,No,No,No,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5018,,Mumbai,22,Female,,Flexibility,Performance-Driven,90,Yes,Yes,Yes,No,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5019,,Hyderabad,25,Male,,Individual,Competitive-Spirit,289,No,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5020,,Chennai,24,Female,,Individual,Competitive-Spirit,285,Yes,No,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5021,,Hyderabad,24,Female,,Creativity,Competitive-Spirit,33,Yes,No,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5022,,Chennai,44,Male,,Individual,Goal-Oriented,242,No,Yes,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5023,,Chennai,36,Female,,Individual,Performance-Driven,162,No,No,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5024,,Hyderabad,48,Female,,Creativity,Performance-Driven,251,No,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5025,,Hyderabad,40,Male,,Flexibility,Performance-Driven,54,No,Yes,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5026,,Kochi,42,Female,,Flexibility,Competitive-Spirit,134,No,No,Yes,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5027,,Kochi,44,Female,,Individual,Goal-Oriented,258,Yes,No,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5028,,Hyderabad,42,Male,,Individual,Goal-Oriented,350,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5029,,Chennai,36,Male,,Creativity,Competitive-Spirit,96,Yes,No,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5030,,Kochi,35,Female,,Individual,Competitive-Spirit,326,No,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5031,,Hyderabad,46,Male,,Individual,Goal-Oriented,242,Yes,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5032,,Kochi,27,Female,,Individual,Goal-Oriented,155,No,No,No,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5033,,Delhi,34,Male,,Creativity,Competitive-Spirit,153,Yes,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5034,,Kochi,28,Female,,Flexibility,Competitive-Spirit,280,Yes,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5035,,Delhi,37,Male,,Creativity,Competitive-Spirit,116,Yes,No,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5036,,Hyderabad,48,Female,,Creativity,Goal-Oriented,294,No,No,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5037,,Mumbai,50,Male,,Individual,Performance-Driven,244,Yes,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5038,,Chennai,37,Female,,Flexibility,Goal-Oriented,349,Yes,No,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5039,,Hyderabad,24,Female,,Creativity,Performance-Driven,112,Yes,No,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5040,,Kochi,45,Male,,Flexibility,Competitive-Spirit,145,Yes,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5041,,Kochi,31,Male,,Creativity,Performance-Driven,294,Yes,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5042,,Kochi,39,Male,,Creativity,Competitive-Spirit,224,No,No,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5043,,Mumbai,29,Female,,Flexibility,Performance-Driven,167,Yes,Yes,No,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5044,,Hyderabad,39,Female,,Creativity,Goal-Oriented,299,Yes,No,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5045,,Chennai,49,Male,,Creativity,Goal-Oriented,301,No,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5046,,Hyderabad,20,Female,,Creativity,Performance-Driven,148,Yes,No,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5047,,Delhi,43,Male,,Individual,Competitive-Spirit,85,No,Yes,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5048,,Chennai,39,Male,,Creativity,Competitive-Spirit,272,No,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5049,,Kochi,42,Female,,Flexibility,Competitive-Spirit,269,Yes,Yes,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5050,,Delhi,34,Female,,Individual,Competitive-Spirit,98,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5051,,Delhi,46,Male,,Flexibility,Goal-Oriented,151,No,No,No,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5052,,Kochi,21,Male,,Creativity,Performance-Driven,162,Yes,Yes,No,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5053,,Delhi,22,Female,,Flexibility,Performance-Driven,326,Yes,Yes,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5054,,Chennai,22,Male,,Flexibility,Goal-Oriented,233,Yes,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5055,,Chennai,48,Female,,Individual,Goal-Oriented,60,No,Yes,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5056,,Mumbai,49,Male,,Flexibility,Performance-Driven,129,Yes,Yes,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5057,,Delhi,35,Male,,Flexibility,Goal-Oriented,175,No,Yes,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5058,,Delhi,32,Male,,Individual,Goal-Oriented,176,Yes,No,No,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5059,,Kochi,30,Female,,Flexibility,Goal-Oriented,351,Yes,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5060,,Mumbai,27,Male,,Flexibility,Performance-Driven,322,Yes,No,No,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5061,,Delhi,19,Female,,Creativity,Goal-Oriented,126,Yes,No,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5062,,Delhi,31,Female,,Creativity,Competitive-Spirit,120,Yes,Yes,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5063,,Kochi,23,Female,,Individual,Competitive-Spirit,59,No,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5064,,Mumbai,34,Male,,Individual,Competitive-Spirit,329,Yes,Yes,No,No,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5065,,Delhi,46,Female,,Flexibility,Goal-Oriented,69,No,No,Yes,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5066,,Delhi,46,Female,,Creativity,Performance-Driven,106,Yes,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5067,,Kochi,49,Male,,Creativity,Performance-Driven,119,Yes,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5068,,Chennai,36,Female,,Individual,Performance-Driven,149,Yes,Yes,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5069,,Hyderabad,48,Male,,Individual,Performance-Driven,113,No,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5070,,Kochi,48,Female,,Creativity,Goal-Oriented,231,No,Yes,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5071,,Delhi,49,Female,,Individual,Performance-Driven,152,Yes,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5072,,Hyderabad,50,Female,,Creativity,Goal-Oriented,175,Yes,Yes,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5073,,Chennai,20,Female,,Creativity,Goal-Oriented,97,Yes,Yes,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5074,,Mumbai,36,Female,,Creativity,Goal-Oriented,350,Yes,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5075,,Hyderabad,19,Male,,Creativity,Competitive-Spirit,186,No,No,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5076,,Kochi,46,Male,,Flexibility,Competitive-Spirit,126,Yes,No,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5077,,Chennai,44,Male,,Creativity,Competitive-Spirit,272,No,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5078,,Mumbai,25,Male,,Individual,Performance-Driven,70,Yes,No,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5079,,Chennai,32,Male,,Creativity,Competitive-Spirit,279,No,No,Yes,No,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5080,,Mumbai,25,Female,,Creativity,Performance-Driven,243,Yes,No,No,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5081,,Chennai,43,Female,,Flexibility,Performance-Driven,36,No,No,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5082,,Chennai,18,Female,,Creativity,Competitive-Spirit,149,No,Yes,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5083,,Delhi,22,Female,,Creativity,Performance-Driven,345,Yes,Yes,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5084,,Delhi,18,Female,,Flexibility,Performance-Driven,64,No,No,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5085,,Chennai,42,Male,,Individual,Competitive-Spirit,68,Yes,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5086,,Delhi,27,Female,,Creativity,Competitive-Spirit,95,No,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5087,,Kochi,31,Female,,Individual,Goal-Oriented,38,No,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5088,,Hyderabad,38,Female,,Creativity,Performance-Driven,212,No,No,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5089,,Delhi,49,Female,,Individual,Goal-Oriented,299,No,Yes,No,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5090,,Hyderabad,24,Female,,Flexibility,Goal-Oriented,152,Yes,Yes,No,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5091,,Chennai,19,Male,,Individual,Competitive-Spirit,61,Yes,Yes,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5092,,Chennai,49,Male,,Individual,Performance-Driven,84,Yes,No,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5093,,Kochi,19,Female,,Creativity,Competitive-Spirit,336,Yes,Yes,No,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5094,,Mumbai,38,Male,,Creativity,Competitive-Spirit,290,Yes,Yes,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5095,,Delhi,27,Female,,Individual,Competitive-Spirit,358,No,No,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5096,,Kochi,18,Male,,Flexibility,Performance-Driven,183,Yes,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5097,,Delhi,45,Male,,Individual,Performance-Driven,207,Yes,No,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5098,,Chennai,39,Female,,Flexibility,Goal-Oriented,143,Yes,No,Yes,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5099,,Hyderabad,23,Male,,Individual,Goal-Oriented,152,Yes,Yes,No,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5100,,Chennai,27,Male,,Flexibility,Performance-Driven,359,Yes,No,Yes,No,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5101,,Kochi,30,Female,,Individual,Performance-Driven,295,Yes,Yes,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5102,,Kochi,40,Female,,Individual,Competitive-Spirit,359,Yes,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5103,,Kochi,41,Female,,Creativity,Competitive-Spirit,113,Yes,No,No,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5104,,Chennai,36,Female,,Flexibility,Goal-Oriented,316,No,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5105,,Mumbai,30,Male,,Individual,Competitive-Spirit,311,Yes,No,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5106,,Delhi,40,Male,,Individual,Performance-Driven,97,Yes,Yes,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5107,,Hyderabad,48,Male,,Creativity,Performance-Driven,312,No,Yes,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5108,,Hyderabad,29,Male,,Flexibility,Goal-Oriented,160,Yes,No,No,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5109,,Delhi,38,Male,,Individual,Competitive-Spirit,130,No,Yes,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID5110,,Hyderabad,39,Female,,Flexibility,Goal-Oriented,286,No,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5111,,Kochi,46,Female,,Individual,Performance-Driven,252,No,Yes,Yes,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5112,,Hyderabad,35,Female,,Creativity,Goal-Oriented,126,No,No,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5113,,Hyderabad,34,Male,,Creativity,Competitive-Spirit,171,No,Yes,No,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5114,,Mumbai,33,Male,,Individual,Goal-Oriented,76,Yes,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5115,,Hyderabad,25,Female,,Creativity,Competitive-Spirit,231,Yes,Yes,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5116,,Mumbai,22,Male,,Individual,Competitive-Spirit,180,No,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5117,,Chennai,35,Male,,Creativity,Goal-Oriented,259,No,No,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5118,,Delhi,19,Female,,Flexibility,Goal-Oriented,243,Yes,No,Yes,Yes,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5119,,Chennai,41,Female,,Creativity,Competitive-Spirit,240,Yes,Yes,Yes,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5120,,Delhi,32,Male,,Creativity,Goal-Oriented,241,Yes,Yes,Yes,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID5121,,Kochi,40,Female,,Creativity,Competitive-Spirit,237,No,Yes,No,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5122,,Chennai,46,Male,,Individual,Goal-Oriented,109,Yes,No,Yes,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID5123,,Kochi,30,Male,,Creativity,Performance-Driven,224,Yes,No,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5124,,Delhi,43,Female,,Creativity,Goal-Oriented,246,No,No,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5125,,Delhi,36,Male,,Creativity,Performance-Driven,257,Yes,Yes,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5126,,Chennai,22,Male,,Flexibility,Competitive-Spirit,77,No,Yes,Yes,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5127,,Delhi,44,Male,,Flexibility,Competitive-Spirit,358,No,No,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5128,,Delhi,19,Male,,Flexibility,Goal-Oriented,195,No,Yes,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5129,,Delhi,19,Male,,Creativity,Goal-Oriented,197,No,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID5130,,Hyderabad,34,Male,,Creativity,Competitive-Spirit,168,No,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5131,,Hyderabad,50,Female,,Individual,Goal-Oriented,53,Yes,No,Yes,No,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID5132,,Kochi,50,Female,,Individual,Performance-Driven,105,Yes,No,No,No,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID5133,,Hyderabad,38,Male,,Flexibility,Competitive-Spirit,246,Yes,No,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID5134,,Mumbai,19,Female,,Individual,Performance-Driven,165,Yes,Yes,No,Yes,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID5135,,Hyderabad,37,Female,,Flexibility,Goal-Oriented,176,No,No,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID5136,,Delhi,26,Male,,Creativity,Competitive-Spirit,197,No,No,No,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID5137,,Kochi,32,Male,,Flexibility,Competitive-Spirit,51,Yes,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
