Login_ID,Contest_ID,Contest_Name,Week,Week_Time_Spent_Hours,Week_Logins,Age_Group,Location,Device,Fan_Level,Purchase_Item,Purchase_Price,Content_Viewed
C008_3,C008,Football Fantasy League Challenge,Week_3,19.8,1,<18,USA,Desktop,Fan,Jersey,1280,Behind the Scenes
C008_3,C008,Football Fantasy League Challenge,Week_4,28.39,2,<18,USA,Desktop,Fan,Jersey,1245,Football Fantasy League Challenge
C008_4,C008,Football Fantasy League Challenge,Week_1,34.55,3,<18,Germany,Tablet,Fan,Jersey,1316,Football Fantasy League Challenge
C008_4,C008,Football Fantasy League Challenge,Week_2,27.42,2,<18,Germany,Tablet,Fan,Poster,183,Behind the Scenes
C008_4,C008,Football Fantasy League Challenge,Week_3,20.04,2,<18,Germany,Tablet,Fan,Cap,576,Behind the Scenes
C008_4,C008,Football Fantasy League Challenge,Week_4,13.14,1,<18,Germany,Tablet,Fan,Jersey,919,Football Fantasy League Challenge
C008_4,C008,Football Fantasy League Challenge,Week_5,8.93,1,<18,Germany,Tablet,Fan,Jersey,1298,Football Fantasy League Challenge
C008_5,C008,Football Fantasy League Challenge,Week_1,22.66,2,46-60,Australia,Desktop,Fan,Jersey,1334,Football Fantasy League Challenge
C008_5,C008,Football Fantasy League Challenge,Week_2,14.19,1,46-60,Australia,Desktop,Fan,Keychain,173,Player Interview
C008_5,C008,Football Fantasy League Challenge,Week_3,11.79,1,46-60,Australia,Desktop,Fan,Keychain,169,Behind the Scenes
C008_5,C008,Football Fantasy League Challenge,Week_4,7.22,1,46-60,Australia,Desktop,Fan,Cap,464,Football Fantasy League Challenge
C008_5,C008,Football Fantasy League Challenge,Week_5,2.98,1,46-60,Australia,Desktop,Fan,Keychain,125,Behind the Scenes
C008_6,C008,Football Fantasy League Challenge,Week_1,21.99,2,18-25,USA,Mobile,Fan,Keychain,105,Football Fantasy League Challenge
C008_6,C008,Football Fantasy League Challenge,Week_2,40.58,4,18-25,USA,Mobile,Super Fan,Poster,218,Football Fantasy League Challenge
C008_6,C008,Football Fantasy League Challenge,Week_3,62.59,6,18-25,USA,Mobile,Super Fan,Jersey,874,Football Fantasy League Challenge
C008_6,C008,Football Fantasy League Challenge,Week_4,65.11,6,18-25,USA,Mobile,Super Fan,Keychain,156,Live Commentary
C008_6,C008,Football Fantasy League Challenge,Week_5,71.49,7,18-25,USA,Mobile,Super Fan,Keychain,197,Behind the Scenes
C008_7,C008,Football Fantasy League Challenge,Week_1,70.36,7,26-35,Germany,Desktop,Super Fan,None,0,Football Fantasy League Challenge
C008_7,C008,Football Fantasy League Challenge,Week_2,69.25,6,26-35,Germany,Desktop,Super Fan,Jersey,1487,Live Commentary
C008_7,C008,Football Fantasy League Challenge,Week_3,61.46,6,26-35,Germany,Desktop,Super Fan,Keychain,134,Match Highlights
C008_7,C008,Football Fantasy League Challenge,Week_4,38.45,3,26-35,Germany,Desktop,Fan,Cap,599,Football Fantasy League Challenge
C008_8,C008,Football Fantasy League Challenge,Week_1,54.12,5,36-45,Brazil,Desktop,Super Fan,None,0,Player Interview
C008_8,C008,Football Fantasy League Challenge,Week_2,68.35,6,36-45,Brazil,Desktop,Super Fan,None,0,Football Fantasy League Challenge
C008_8,C008,Football Fantasy League Challenge,Week_3,83.54,8,36-45,Brazil,Desktop,Ultra Fan,Jersey,1080,Football Fantasy League Challenge
C008_8,C008,Football Fantasy League Challenge,Week_4,108.6,10,36-45,Brazil,Desktop,Ultra Fan,Jersey,1175,Football Fantasy League Challenge
C008_9,C008,Football Fantasy League Challenge,Week_1,56.76,5,36-45,Germany,Mobile,Super Fan,Keychain,159,Football Fantasy League Challenge
C008_9,C008,Football Fantasy League Challenge,Week_2,53.16,5,36-45,Germany,Mobile,Super Fan,Jersey,1415,Football Fantasy League Challenge
C008_9,C008,Football Fantasy League Challenge,Week_3,46.34,4,36-45,Germany,Mobile,Super Fan,Poster,238,Football Fantasy League Challenge
C008_9,C008,Football Fantasy League Challenge,Week_4,43.59,4,36-45,Germany,Mobile,Super Fan,Keychain,105,Match Highlights
C008_9,C008,Football Fantasy League Challenge,Week_5,16.56,1,36-45,Germany,Mobile,Fan,Jersey,1491,Behind the Scenes
C008_10,C008,Football Fantasy League Challenge,Week_1,23.9,2,18-25,Germany,Mobile,Fan,Jersey,1270,Football Fantasy League Challenge
C008_10,C008,Football Fantasy League Challenge,Week_2,39.78,3,18-25,Germany,Mobile,Fan,Cap,577,Football Fantasy League Challenge
C008_10,C008,Football Fantasy League Challenge,Week_3,40.58,4,18-25,Germany,Mobile,Super Fan,None,0,Player Interview
C008_10,C008,Football Fantasy League Challenge,Week_4,67.4,6,18-25,Germany,Mobile,Super Fan,None,0,Behind the Scenes
C008_10,C008,Football Fantasy League Challenge,Week_5,85.88,8,18-25,Germany,Mobile,Ultra Fan,Keychain,197,Live Commentary
C008_11,C008,Football Fantasy League Challenge,Week_1,110,11,46-60,Germany,Mobile,Ultra Fan,Cap,357,Live Commentary
C008_11,C008,Football Fantasy League Challenge,Week_2,51.35,5,46-60,Germany,Mobile,Super Fan,Jersey,1301,Football Fantasy League Challenge
C008_11,C008,Football Fantasy League Challenge,Week_3,35.11,3,46-60,Germany,Mobile,Fan,Poster,225,Behind the Scenes
C008_11,C008,Football Fantasy League Challenge,Week_4,31.68,3,46-60,Germany,Mobile,Fan,Cap,310,Behind the Scenes
C008_12,C008,Football Fantasy League Challenge,Week_1,44.84,4,<18,USA,Desktop,Super Fan,Jersey,855,Player Interview
C008_12,C008,Football Fantasy League Challenge,Week_2,23.91,2,<18,USA,Desktop,Fan,Poster,171,Match Highlights
C008_12,C008,Football Fantasy League Challenge,Week_3,20.94,2,<18,USA,Desktop,Fan,Jersey,1490,Live Commentary
C008_12,C008,Football Fantasy League Challenge,Week_4,15.58,1,<18,USA,Desktop,Fan,Jersey,859,Football Fantasy League Challenge
C008_12,C008,Football Fantasy League Challenge,Week_5,5.22,1,<18,USA,Desktop,Fan,Jersey,930,Match Highlights
C008_13,C008,Football Fantasy League Challenge,Week_1,80.48,8,26-35,Germany,Desktop,Ultra Fan,Poster,180,Contest Replay
C008_13,C008,Football Fantasy League Challenge,Week_2,86.14,8,26-35,Germany,Desktop,Ultra Fan,Jersey,1079,Football Fantasy League Challenge
C008_13,C008,Football Fantasy League Challenge,Week_3,96.75,9,26-35,Germany,Desktop,Ultra Fan,Cap,507,Football Fantasy League Challenge
C008_13,C008,Football Fantasy League Challenge,Week_4,110,11,26-35,Germany,Desktop,Ultra Fan,Cap,561,Contest Replay
C008_14,C008,Football Fantasy League Challenge,Week_1,63.7,6,<18,UK,Tablet,Super Fan,Jersey,1362,Football Fantasy League Challenge
C008_14,C008,Football Fantasy League Challenge,Week_2,52.41,5,<18,UK,Tablet,Super Fan,Cap,414,Live Commentary
C008_14,C008,Football Fantasy League Challenge,Week_3,51.29,5,<18,UK,Tablet,Super Fan,Cap,488,Player Interview
C008_14,C008,Football Fantasy League Challenge,Week_4,28.27,2,<18,UK,Tablet,Fan,None,0,Match Highlights
C008_15,C008,Football Fantasy League Challenge,Week_1,110,11,36-45,UK,Tablet,Ultra Fan,Jersey,973,Football Fantasy League Challenge
C008_15,C008,Football Fantasy League Challenge,Week_2,110,11,36-45,UK,Tablet,Ultra Fan,Keychain,125,Contest Replay
C008_15,C008,Football Fantasy League Challenge,Week_3,69.62,6,36-45,UK,Tablet,Super Fan,Keychain,197,Football Fantasy League Challenge
C008_15,C008,Football Fantasy League Challenge,Week_4,31.98,3,36-45,UK,Tablet,Fan,Keychain,118,Football Fantasy League Challenge
C008_16,C008,Football Fantasy League Challenge,Week_1,19.6,1,18-25,Germany,Desktop,Fan,Jersey,996,Contest Replay
C008_16,C008,Football Fantasy League Challenge,Week_2,43.91,4,18-25,Germany,Desktop,Super Fan,Cap,592,Live Commentary
C008_16,C008,Football Fantasy League Challenge,Week_3,63.69,6,18-25,Germany,Desktop,Super Fan,Jersey,1061,Football Fantasy League Challenge
C008_16,C008,Football Fantasy League Challenge,Week_4,110,11,18-25,Germany,Desktop,Ultra Fan,Poster,257,Football Fantasy League Challenge
C008_16,C008,Football Fantasy League Challenge,Week_5,110,11,18-25,Germany,Desktop,Ultra Fan,Jersey,1468,Football Fantasy League Challenge
C008_17,C008,Football Fantasy League Challenge,Week_1,6.13,1,<18,USA,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_17,C008,Football Fantasy League Challenge,Week_2,6.4,1,<18,USA,Tablet,Fan,Poster,225,Match Highlights
C008_17,C008,Football Fantasy League Challenge,Week_3,20.17,2,<18,USA,Tablet,Fan,None,0,Match Highlights
C008_17,C008,Football Fantasy League Challenge,Week_4,31.15,3,<18,USA,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_17,C008,Football Fantasy League Challenge,Week_5,34.44,3,<18,USA,Tablet,Fan,Cap,594,Player Interview
C008_18,C008,Football Fantasy League Challenge,Week_1,110,11,26-35,USA,Mobile,Ultra Fan,Poster,201,Football Fantasy League Challenge
C008_18,C008,Football Fantasy League Challenge,Week_2,83.27,8,26-35,USA,Mobile,Ultra Fan,Jersey,1268,Contest Replay
C008_18,C008,Football Fantasy League Challenge,Week_3,77.8,7,26-35,USA,Mobile,Super Fan,Poster,286,Football Fantasy League Challenge
C008_18,C008,Football Fantasy League Challenge,Week_4,33.04,3,26-35,USA,Mobile,Fan,None,0,Behind the Scenes
C008_19,C008,Football Fantasy League Challenge,Week_1,94.69,9,18-25,UK,Desktop,Ultra Fan,Cap,418,Football Fantasy League Challenge
C008_19,C008,Football Fantasy League Challenge,Week_2,83.35,8,18-25,UK,Desktop,Ultra Fan,None,0,Football Fantasy League Challenge
C008_19,C008,Football Fantasy League Challenge,Week_3,66.88,6,18-25,UK,Desktop,Super Fan,Keychain,120,Football Fantasy League Challenge
C008_19,C008,Football Fantasy League Challenge,Week_4,26.85,2,18-25,UK,Desktop,Fan,Poster,260,Football Fantasy League Challenge
C008_20,C008,Football Fantasy League Challenge,Week_1,79.15,7,26-35,UK,Desktop,Super Fan,Jersey,845,Match Highlights
C008_20,C008,Football Fantasy League Challenge,Week_2,76.57,7,26-35,UK,Desktop,Super Fan,Jersey,1059,Live Commentary
C008_20,C008,Football Fantasy League Challenge,Week_3,62.07,6,26-35,UK,Desktop,Super Fan,None,0,Match Highlights
C008_20,C008,Football Fantasy League Challenge,Week_4,39.51,3,26-35,UK,Desktop,Fan,Jersey,1239,Live Commentary
C008_20,C008,Football Fantasy League Challenge,Week_5,22.46,2,26-35,UK,Desktop,Fan,Keychain,175,Football Fantasy League Challenge
C008_21,C008,Football Fantasy League Challenge,Week_1,110,11,26-35,Germany,Tablet,Ultra Fan,Cap,424,Football Fantasy League Challenge
C008_21,C008,Football Fantasy League Challenge,Week_2,89.37,8,26-35,Germany,Tablet,Ultra Fan,Jersey,1461,Behind the Scenes
C008_21,C008,Football Fantasy League Challenge,Week_3,85.8,8,26-35,Germany,Tablet,Ultra Fan,Cap,413,Live Commentary
C008_21,C008,Football Fantasy League Challenge,Week_4,24.51,2,26-35,Germany,Tablet,Fan,Jersey,1229,Football Fantasy League Challenge
C008_22,C008,Football Fantasy League Challenge,Week_1,51.86,5,36-45,UK,Tablet,Super Fan,Jersey,1160,Football Fantasy League Challenge
C008_22,C008,Football Fantasy League Challenge,Week_2,85.06,8,36-45,UK,Tablet,Ultra Fan,Jersey,1034,Behind the Scenes
C008_22,C008,Football Fantasy League Challenge,Week_3,101.36,10,36-45,UK,Tablet,Ultra Fan,Keychain,124,Football Fantasy League Challenge
C008_22,C008,Football Fantasy League Challenge,Week_4,107.58,10,36-45,UK,Tablet,Ultra Fan,Keychain,136,Behind the Scenes
C008_23,C008,Football Fantasy League Challenge,Week_1,9.58,1,<18,Brazil,Mobile,Fan,None,0,Football Fantasy League Challenge
C008_23,C008,Football Fantasy League Challenge,Week_2,11.15,1,<18,Brazil,Mobile,Fan,Jersey,806,Football Fantasy League Challenge
C008_23,C008,Football Fantasy League Challenge,Week_3,17.91,1,<18,Brazil,Mobile,Fan,Jersey,1323,Player Interview
C008_23,C008,Football Fantasy League Challenge,Week_4,19.25,1,<18,Brazil,Mobile,Fan,Cap,437,Match Highlights
C008_23,C008,Football Fantasy League Challenge,Week_5,23.35,2,<18,Brazil,Mobile,Fan,Cap,512,Contest Replay
C008_24,C008,Football Fantasy League Challenge,Week_1,14.02,1,26-35,USA,Mobile,Fan,Cap,400,Live Commentary
C008_24,C008,Football Fantasy League Challenge,Week_2,31.22,3,26-35,USA,Mobile,Fan,Keychain,162,Player Interview
C008_24,C008,Football Fantasy League Challenge,Week_3,43.65,4,26-35,USA,Mobile,Super Fan,Poster,171,Contest Replay
C008_24,C008,Football Fantasy League Challenge,Week_4,59.89,5,26-35,USA,Mobile,Super Fan,Keychain,117,Football Fantasy League Challenge
C008_24,C008,Football Fantasy League Challenge,Week_5,60.4,6,26-35,USA,Mobile,Super Fan,Cap,528,Behind the Scenes
C008_25,C008,Football Fantasy League Challenge,Week_1,18.66,1,<18,Australia,Tablet,Fan,Keychain,188,Match Highlights
C008_25,C008,Football Fantasy League Challenge,Week_2,16.3,1,<18,Australia,Tablet,Fan,Poster,207,Football Fantasy League Challenge
C008_25,C008,Football Fantasy League Challenge,Week_3,12.31,1,<18,Australia,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_25,C008,Football Fantasy League Challenge,Week_4,7.32,1,<18,Australia,Tablet,Fan,Poster,280,Contest Replay
C008_25,C008,Football Fantasy League Challenge,Week_5,2.74,1,<18,Australia,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_26,C008,Football Fantasy League Challenge,Week_1,85.08,8,46-60,UK,Desktop,Ultra Fan,None,0,Contest Replay
C008_26,C008,Football Fantasy League Challenge,Week_2,52.61,5,46-60,UK,Desktop,Super Fan,Jersey,922,Football Fantasy League Challenge
C008_26,C008,Football Fantasy League Challenge,Week_3,37.57,3,46-60,UK,Desktop,Fan,Jersey,1497,Live Commentary
C008_26,C008,Football Fantasy League Challenge,Week_4,16.51,1,46-60,UK,Desktop,Fan,Jersey,1308,Behind the Scenes
C008_26,C008,Football Fantasy League Challenge,Week_5,14.31,1,46-60,UK,Desktop,Fan,Cap,484,Player Interview
C008_27,C008,Football Fantasy League Challenge,Week_1,15.73,1,18-25,India,Tablet,Fan,None,0,Behind the Scenes
C008_27,C008,Football Fantasy League Challenge,Week_2,71.4,7,18-25,India,Tablet,Super Fan,None,0,Football Fantasy League Challenge
C008_27,C008,Football Fantasy League Challenge,Week_3,93.49,9,18-25,India,Tablet,Ultra Fan,Poster,214,Behind the Scenes
C008_27,C008,Football Fantasy League Challenge,Week_4,96.9,9,18-25,India,Tablet,Ultra Fan,None,0,Football Fantasy League Challenge
C008_28,C008,Football Fantasy League Challenge,Week_1,9.5,1,46-60,UK,Tablet,Fan,Keychain,167,Behind the Scenes
C008_28,C008,Football Fantasy League Challenge,Week_2,13.98,1,46-60,UK,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_28,C008,Football Fantasy League Challenge,Week_3,20.59,2,46-60,UK,Tablet,Fan,Jersey,1499,Football Fantasy League Challenge
C008_28,C008,Football Fantasy League Challenge,Week_4,28.28,2,46-60,UK,Tablet,Fan,Jersey,1067,Football Fantasy League Challenge
C008_29,C008,Football Fantasy League Challenge,Week_1,6.1,1,60+,Brazil,Mobile,Fan,Poster,199,Football Fantasy League Challenge
C008_29,C008,Football Fantasy League Challenge,Week_2,9.36,1,60+,Brazil,Mobile,Fan,Poster,194,Player Interview
C008_29,C008,Football Fantasy League Challenge,Week_3,40.95,4,60+,Brazil,Mobile,Super Fan,Jersey,1497,Football Fantasy League Challenge
C008_29,C008,Football Fantasy League Challenge,Week_4,44.65,4,60+,Brazil,Mobile,Super Fan,Poster,246,Contest Replay
C008_29,C008,Football Fantasy League Challenge,Week_5,44.78,4,60+,Brazil,Mobile,Super Fan,Poster,181,Live Commentary
C008_30,C008,Football Fantasy League Challenge,Week_1,48.32,4,36-45,USA,Mobile,Super Fan,Poster,265,Football Fantasy League Challenge
C008_30,C008,Football Fantasy League Challenge,Week_2,49.02,4,36-45,USA,Mobile,Super Fan,None,0,Football Fantasy League Challenge
C008_30,C008,Football Fantasy League Challenge,Week_3,85.88,8,36-45,USA,Mobile,Ultra Fan,Keychain,200,Football Fantasy League Challenge
C008_30,C008,Football Fantasy League Challenge,Week_4,110,11,36-45,USA,Mobile,Ultra Fan,Cap,357,Contest Replay
C008_31,C008,Football Fantasy League Challenge,Week_1,36.34,3,26-35,Australia,Mobile,Fan,Poster,286,Football Fantasy League Challenge
C008_31,C008,Football Fantasy League Challenge,Week_2,110,11,26-35,Australia,Mobile,Ultra Fan,Cap,407,Contest Replay
C008_31,C008,Football Fantasy League Challenge,Week_3,110,11,26-35,Australia,Mobile,Ultra Fan,Jersey,894,Football Fantasy League Challenge
C008_31,C008,Football Fantasy League Challenge,Week_4,110,11,26-35,Australia,Mobile,Ultra Fan,Keychain,130,Football Fantasy League Challenge
C008_32,C008,Football Fantasy League Challenge,Week_1,15.35,1,60+,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C008_32,C008,Football Fantasy League Challenge,Week_2,15.04,1,60+,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C008_32,C008,Football Fantasy League Challenge,Week_3,10.92,1,60+,India,Mobile,Fan,Jersey,1176,Live Commentary
C008_32,C008,Football Fantasy League Challenge,Week_4,9.81,1,60+,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C008_33,C008,Football Fantasy League Challenge,Week_1,62.68,6,<18,India,Desktop,Super Fan,Poster,208,Football Fantasy League Challenge
C008_33,C008,Football Fantasy League Challenge,Week_2,52.14,5,<18,India,Desktop,Super Fan,None,0,Football Fantasy League Challenge
C008_33,C008,Football Fantasy League Challenge,Week_3,48.05,4,<18,India,Desktop,Super Fan,Jersey,1163,Player Interview
C008_33,C008,Football Fantasy League Challenge,Week_4,28.16,2,<18,India,Desktop,Fan,Cap,482,Football Fantasy League Challenge
C008_34,C008,Football Fantasy League Challenge,Week_1,16.22,1,<18,India,Desktop,Fan,None,0,Match Highlights
C008_34,C008,Football Fantasy League Challenge,Week_2,16.49,1,<18,India,Desktop,Fan,Keychain,167,Football Fantasy League Challenge
C008_34,C008,Football Fantasy League Challenge,Week_3,23.91,2,<18,India,Desktop,Fan,Poster,200,Football Fantasy League Challenge
C008_34,C008,Football Fantasy League Challenge,Week_4,24.25,2,<18,India,Desktop,Fan,Jersey,854,Match Highlights
C008_34,C008,Football Fantasy League Challenge,Week_5,60.96,6,<18,India,Desktop,Super Fan,Keychain,198,Live Commentary
C008_35,C008,Football Fantasy League Challenge,Week_1,4.61,1,46-60,Germany,Desktop,Fan,Cap,544,Contest Replay
C008_35,C008,Football Fantasy League Challenge,Week_2,6.2,1,46-60,Germany,Desktop,Fan,Keychain,103,Football Fantasy League Challenge
C008_35,C008,Football Fantasy League Challenge,Week_3,35.81,3,46-60,Germany,Desktop,Fan,Cap,359,Behind the Scenes
C008_35,C008,Football Fantasy League Challenge,Week_4,36.15,3,46-60,Germany,Desktop,Fan,Jersey,892,Live Commentary
C008_35,C008,Football Fantasy League Challenge,Week_5,39.37,3,46-60,Germany,Desktop,Fan,Cap,448,Match Highlights
C008_36,C008,Football Fantasy League Challenge,Week_1,50.23,5,26-35,Australia,Mobile,Super Fan,Poster,227,Live Commentary
C008_36,C008,Football Fantasy League Challenge,Week_2,56.83,5,26-35,Australia,Mobile,Super Fan,Poster,183,Behind the Scenes
C008_36,C008,Football Fantasy League Challenge,Week_3,85.19,8,26-35,Australia,Mobile,Ultra Fan,None,0,Live Commentary
C008_36,C008,Football Fantasy League Challenge,Week_4,110,11,26-35,Australia,Mobile,Ultra Fan,Jersey,1046,Football Fantasy League Challenge
C008_37,C008,Football Fantasy League Challenge,Week_1,96.6,9,26-35,Australia,Mobile,Ultra Fan,Cap,555,Match Highlights
C008_37,C008,Football Fantasy League Challenge,Week_2,94.55,9,26-35,Australia,Mobile,Ultra Fan,Poster,152,Behind the Scenes
C008_37,C008,Football Fantasy League Challenge,Week_3,88.97,8,26-35,Australia,Mobile,Ultra Fan,None,0,Match Highlights
C008_37,C008,Football Fantasy League Challenge,Week_4,42.06,4,26-35,Australia,Mobile,Super Fan,Jersey,854,Live Commentary
C008_38,C008,Football Fantasy League Challenge,Week_1,11.68,1,<18,Brazil,Tablet,Fan,None,0,Contest Replay
C008_38,C008,Football Fantasy League Challenge,Week_2,21.27,2,<18,Brazil,Tablet,Fan,Jersey,1138,Football Fantasy League Challenge
C008_38,C008,Football Fantasy League Challenge,Week_3,29.81,2,<18,Brazil,Tablet,Fan,Cap,519,Football Fantasy League Challenge
C008_38,C008,Football Fantasy League Challenge,Week_4,60.93,6,<18,Brazil,Tablet,Super Fan,Jersey,1308,Football Fantasy League Challenge
C008_39,C008,Football Fantasy League Challenge,Week_1,91.67,9,36-45,UK,Mobile,Ultra Fan,Keychain,141,Behind the Scenes
C008_39,C008,Football Fantasy League Challenge,Week_2,63.09,6,36-45,UK,Mobile,Super Fan,Poster,299,Behind the Scenes
C008_39,C008,Football Fantasy League Challenge,Week_3,41.83,4,36-45,UK,Mobile,Super Fan,Cap,532,Football Fantasy League Challenge
C008_39,C008,Football Fantasy League Challenge,Week_4,39.78,3,36-45,UK,Mobile,Fan,Keychain,170,Football Fantasy League Challenge
C008_39,C008,Football Fantasy League Challenge,Week_5,33.35,3,36-45,UK,Mobile,Fan,Jersey,1332,Football Fantasy League Challenge
C008_40,C008,Football Fantasy League Challenge,Week_1,20.06,2,36-45,USA,Tablet,Fan,None,0,Contest Replay
C008_40,C008,Football Fantasy League Challenge,Week_2,30.08,3,36-45,USA,Tablet,Fan,Jersey,1121,Live Commentary
C008_40,C008,Football Fantasy League Challenge,Week_3,101.65,10,36-45,USA,Tablet,Ultra Fan,Jersey,1479,Live Commentary
C008_40,C008,Football Fantasy League Challenge,Week_4,110,11,36-45,USA,Tablet,Ultra Fan,Cap,388,Football Fantasy League Challenge
C008_41,C008,Football Fantasy League Challenge,Week_1,110,11,18-25,India,Desktop,Ultra Fan,Jersey,1155,Match Highlights
C008_41,C008,Football Fantasy League Challenge,Week_2,86.27,8,18-25,India,Desktop,Ultra Fan,Poster,153,Contest Replay
C008_41,C008,Football Fantasy League Challenge,Week_3,65.36,6,18-25,India,Desktop,Super Fan,Cap,461,Football Fantasy League Challenge
C008_41,C008,Football Fantasy League Challenge,Week_4,42.55,4,18-25,India,Desktop,Super Fan,Cap,445,Match Highlights
C008_42,C008,Football Fantasy League Challenge,Week_1,38.62,3,18-25,USA,Tablet,Fan,Jersey,1280,Match Highlights
C008_42,C008,Football Fantasy League Challenge,Week_2,47.5,4,18-25,USA,Tablet,Super Fan,Jersey,872,Player Interview
C008_42,C008,Football Fantasy League Challenge,Week_3,51.8,5,18-25,USA,Tablet,Super Fan,Keychain,190,Contest Replay
C008_42,C008,Football Fantasy League Challenge,Week_4,57.78,5,18-25,USA,Tablet,Super Fan,Jersey,1227,Football Fantasy League Challenge
C008_42,C008,Football Fantasy League Challenge,Week_5,66.68,6,18-25,USA,Tablet,Super Fan,None,0,Contest Replay
C008_43,C008,Football Fantasy League Challenge,Week_1,56.41,5,18-25,Australia,Desktop,Super Fan,Cap,438,Behind the Scenes
C008_43,C008,Football Fantasy League Challenge,Week_2,56.26,5,18-25,Australia,Desktop,Super Fan,Poster,297,Match Highlights
C008_43,C008,Football Fantasy League Challenge,Week_3,43.98,4,18-25,Australia,Desktop,Super Fan,Cap,404,Live Commentary
C008_43,C008,Football Fantasy League Challenge,Week_4,39.94,3,18-25,Australia,Desktop,Fan,Keychain,164,Football Fantasy League Challenge
C008_43,C008,Football Fantasy League Challenge,Week_5,25.4,2,18-25,Australia,Desktop,Fan,None,0,Football Fantasy League Challenge
C008_44,C008,Football Fantasy League Challenge,Week_1,20.72,2,<18,India,Mobile,Fan,Jersey,1296,Live Commentary
C008_44,C008,Football Fantasy League Challenge,Week_2,28.45,2,<18,India,Mobile,Fan,None,0,Football Fantasy League Challenge
C008_44,C008,Football Fantasy League Challenge,Week_3,31.89,3,<18,India,Mobile,Fan,Poster,156,Live Commentary
C008_44,C008,Football Fantasy League Challenge,Week_4,41.84,4,<18,India,Mobile,Super Fan,Keychain,113,Contest Replay
C008_44,C008,Football Fantasy League Challenge,Week_5,51.68,5,<18,India,Mobile,Super Fan,Jersey,946,Behind the Scenes
C008_45,C008,Football Fantasy League Challenge,Week_1,47.05,4,18-25,Brazil,Desktop,Super Fan,Jersey,1179,Football Fantasy League Challenge
C008_45,C008,Football Fantasy League Challenge,Week_2,47.88,4,18-25,Brazil,Desktop,Super Fan,Jersey,1383,Football Fantasy League Challenge
C008_45,C008,Football Fantasy League Challenge,Week_3,59.81,5,18-25,Brazil,Desktop,Super Fan,None,0,Football Fantasy League Challenge
C008_45,C008,Football Fantasy League Challenge,Week_4,74.18,7,18-25,Brazil,Desktop,Super Fan,Poster,201,Player Interview
C008_46,C008,Football Fantasy League Challenge,Week_1,76.11,7,18-25,UK,Mobile,Super Fan,Cap,562,Contest Replay
C008_46,C008,Football Fantasy League Challenge,Week_2,72.33,7,18-25,UK,Mobile,Super Fan,None,0,Football Fantasy League Challenge
C008_46,C008,Football Fantasy League Challenge,Week_3,55.36,5,18-25,UK,Mobile,Super Fan,None,0,Behind the Scenes
C008_46,C008,Football Fantasy League Challenge,Week_4,39.33,3,18-25,UK,Mobile,Fan,Jersey,1479,Football Fantasy League Challenge
C008_47,C008,Football Fantasy League Challenge,Week_1,26.25,2,60+,USA,Desktop,Fan,Jersey,880,Contest Replay
C008_47,C008,Football Fantasy League Challenge,Week_2,26.08,2,60+,USA,Desktop,Fan,Jersey,1333,Football Fantasy League Challenge
C008_47,C008,Football Fantasy League Challenge,Week_3,26.02,2,60+,USA,Desktop,Fan,Poster,162,Behind the Scenes
C008_47,C008,Football Fantasy League Challenge,Week_4,18.27,1,60+,USA,Desktop,Fan,None,0,Contest Replay
C008_47,C008,Football Fantasy League Challenge,Week_5,4.41,1,60+,USA,Desktop,Fan,None,0,Behind the Scenes
C008_48,C008,Football Fantasy League Challenge,Week_1,20.31,2,<18,Australia,Tablet,Fan,Jersey,1489,Player Interview
C008_48,C008,Football Fantasy League Challenge,Week_2,18.88,1,<18,Australia,Tablet,Fan,Poster,159,Match Highlights
C008_48,C008,Football Fantasy League Challenge,Week_3,10.45,1,<18,Australia,Tablet,Fan,Jersey,1307,Contest Replay
C008_48,C008,Football Fantasy League Challenge,Week_4,9.62,1,<18,Australia,Tablet,Fan,None,0,Football Fantasy League Challenge
C008_48,C008,Football Fantasy League Challenge,Week_5,2.57,1,<18,Australia,Tablet,Fan,Jersey,1169,Live Commentary
C008_49,C008,Football Fantasy League Challenge,Week_1,76.3,7,36-45,Brazil,Tablet,Super Fan,Keychain,161,Football Fantasy League Challenge
C008_49,C008,Football Fantasy League Challenge,Week_2,59.32,5,36-45,Brazil,Tablet,Super Fan,Cap,508,Player Interview
C008_49,C008,Football Fantasy League Challenge,Week_3,46.31,4,36-45,Brazil,Tablet,Super Fan,None,0,Football Fantasy League Challenge
C008_49,C008,Football Fantasy League Challenge,Week_4,40.78,4,36-45,Brazil,Tablet,Super Fan,Jersey,851,Football Fantasy League Challenge
C008_50,C008,Football Fantasy League Challenge,Week_1,107.53,10,36-45,USA,Mobile,Ultra Fan,Poster,201,Football Fantasy League Challenge
C008_50,C008,Football Fantasy League Challenge,Week_2,91.96,9,36-45,USA,Mobile,Ultra Fan,None,0,Match Highlights
C008_50,C008,Football Fantasy League Challenge,Week_3,66.42,6,36-45,USA,Mobile,Super Fan,None,0,Football Fantasy League Challenge
