Login_ID,Contest_ID,Contest_Name,Sport_Type,Time_Spent_Hours,Item_Purchased,Purchase_Value,Age_Group,Location,Device,Gender,Purchase_Value
C006_19,C006,Football Trivia Challenge,Cricket,682.2,,0,18-25,India,Tablet,Female,0
C006_20,C006,Football Trivia Challenge,Cricket,783,,0,36-45,UK,Tablet,Female,0
C006_21,C006,Football Trivia Challenge,Cricket,261.68,,0,<18,UK,Mobile,Female,0
C006_22,C006,Football Trivia Challenge,Cricket,399.57,,0,18-25,USA,Mobile,Male,0
C006_23,C006,Football Trivia Challenge,Cricket,213.68,Fan Token,581.06,36-45,UK,Desktop,Female,0
C006_24,C006,Football Trivia Challenge,Cricket,644.52,,0,18-25,USA,Desktop,Male,0
C006_25,C006,Football Trivia Challenge,Cricket,510.12,,0,60+,Brazil,Desktop,Male,0
C006_26,C006,Football Trivia Challenge,Cricket,745.18,Discount Voucher,403.68,26-35,Germany,Tablet,Male,0
C006_27,C006,Football Trivia Challenge,Cricket,91.64,Fan Token,524.02,18-25,Brazil,Desktop,Male,0
C006_28,C006,Football Trivia Challenge,Cricket,277.97,,0,18-25,USA,Mobile,Male,0
C006_29,C006,Football Trivia Challenge,Cricket,381.1,Discount Voucher,540.23,26-35,Australia,Desktop,Female,0
C006_30,C006,Football Trivia Challenge,Cricket,593.9,Discount Voucher,660.42,36-45,Brazil,Tablet,Male,0
C007_1,C007,Basketball Prediction Challenge,Basketball,691.12,,0,26-35,USA,Tablet,Female,0
C007_2,C007,Basketball Prediction Challenge,Basketball,323.61,Match Tickets,799.75,26-35,India,Desktop,Female,0
C007_3,C007,Basketball Prediction Challenge,Basketball,1289.61,,0,36-45,UK,Mobile,Male,0
C007_4,C007,Basketball Prediction Challenge,Basketball,912.68,,0,26-35,Germany,Tablet,Female,0
C007_5,C007,Basketball Prediction Challenge,Basketball,393.02,,0,36-45,Australia,Mobile,Female,0
C007_6,C007,Basketball Prediction Challenge,Basketball,654.8,,0,36-45,Brazil,Mobile,Male,0
C007_7,C007,Basketball Prediction Challenge,Basketball,572.98,,0,36-45,USA,Tablet,Male,0
C007_8,C007,Basketball Prediction Challenge,Basketball,232.59,,0,36-45,USA,Desktop,Male,0
C007_9,C007,Basketball Prediction Challenge,Basketball,1010.13,,0,18-25,Germany,Desktop,Female,0
C007_10,C007,Basketball Prediction Challenge,Basketball,670.66,,0,18-25,India,Desktop,Female,0
C007_11,C007,Basketball Prediction Challenge,Basketball,583.79,,0,36-45,Australia,Tablet,Male,0
C007_12,C007,Basketball Prediction Challenge,Basketball,962.79,,0,18-25,India,Mobile,Male,0
C007_13,C007,Basketball Prediction Challenge,Basketball,385.67,,0,36-45,UK,Tablet,Male,0
C007_14,C007,Basketball Prediction Challenge,Basketball,631.13,,0,26-35,Germany,Mobile,Female,0
C007_15,C007,Basketball Prediction Challenge,Basketball,802.36,,0,<18,Brazil,Desktop,Male,0
C007_16,C007,Basketball Prediction Challenge,Basketball,249.37,Discount Voucher,385.63,36-45,UK,Tablet,Female,0
C007_17,C007,Basketball Prediction Challenge,Basketball,1176.76,,0,18-25,Brazil,Tablet,Female,0
C007_18,C007,Basketball Prediction Challenge,Basketball,544.94,,0,26-35,Brazil,Desktop,Male,0
C007_19,C007,Basketball Prediction Challenge,Basketball,1194.23,,0,18-25,India,Mobile,Female,0
C007_20,C007,Basketball Prediction Challenge,Basketball,138.36,,0,18-25,UK,Tablet,Male,0
C007_21,C007,Basketball Prediction Challenge,Basketball,126.18,,0,26-35,USA,Mobile,Female,0
C007_22,C007,Basketball Prediction Challenge,Basketball,582.64,Discount Voucher,938.94,36-45,Australia,Tablet,Male,0
C007_23,C007,Basketball Prediction Challenge,Basketball,499.67,,0,18-25,India,Tablet,Female,0
C007_24,C007,Basketball Prediction Challenge,Basketball,376.01,,0,26-35,USA,Mobile,Female,0
C007_25,C007,Basketball Prediction Challenge,Basketball,484.27,,0,26-35,Brazil,Tablet,Male,0
C007_26,C007,Basketball Prediction Challenge,Basketball,511.16,,0,<18,Germany,Desktop,Female,0
C007_27,C007,Basketball Prediction Challenge,Basketball,1084.83,,0,26-35,Australia,Tablet,Female,0
C007_28,C007,Basketball Prediction Challenge,Basketball,133.54,,0,<18,Germany,Tablet,Female,0
C007_29,C007,Basketball Prediction Challenge,Basketball,605.39,,0,18-25,Brazil,Tablet,Male,0
C007_30,C007,Basketball Prediction Challenge,Basketball,1040.7,,0,18-25,UK,Desktop,Female,0
C008_1,C008,Football Fantasy League Challenge,Basketball,83.53,,0,26-35,Australia,Tablet,Male,0
C008_2,C008,Football Fantasy League Challenge,Basketball,852.28,Match Tickets,247.5,18-25,UK,Tablet,Male,0
C008_3,C008,Football Fantasy League Challenge,Basketball,597,Discount Voucher,650.39,<18,USA,Desktop,Male,0
C008_4,C008,Football Fantasy League Challenge,Basketball,207.78,,0,<18,Germany,Tablet,Male,0
C008_5,C008,Football Fantasy League Challenge,Basketball,647.08,,0,46-60,Australia,Desktop,Male,0
C008_6,C008,Football Fantasy League Challenge,Basketball,157.21,Match Tickets,989.42,18-25,USA,Mobile,Male,0
C008_7,C008,Football Fantasy League Challenge,Basketball,840.97,,0,26-35,Germany,Desktop,Male,0
C008_8,C008,Football Fantasy League Challenge,Basketball,221.35,,0,36-45,Brazil,Desktop,Male,0
C008_9,C008,Football Fantasy League Challenge,Basketball,259.96,,0,36-45,Germany,Mobile,Male,0
C008_10,C008,Football Fantasy League Challenge,Basketball,229.43,Fan Token,742.37,18-25,Germany,Mobile,Male,0
C008_11,C008,Football Fantasy League Challenge,Basketball,342.53,,0,46-60,Germany,Mobile,Male,0
C008_12,C008,Football Fantasy League Challenge,Basketball,927.24,,0,<18,USA,Desktop,Male,0
C008_13,C008,Football Fantasy League Challenge,Basketball,197.11,,0,26-35,Germany,Desktop,Female,0
C008_14,C008,Football Fantasy League Challenge,Basketball,923.69,,0,<18,UK,Tablet,Male,0
C008_15,C008,Football Fantasy League Challenge,Basketball,837.25,,0,36-45,UK,Tablet,Female,0
C008_16,C008,Football Fantasy League Challenge,Basketball,218.6,,0,18-25,Germany,Desktop,Female,0
C008_17,C008,Football Fantasy League Challenge,Basketball,280.81,Match Tickets,282.14,<18,USA,Tablet,Male,0
C008_18,C008,Football Fantasy League Challenge,Basketball,310.37,,0,26-35,USA,Mobile,Female,0
C008_19,C008,Football Fantasy League Challenge,Basketball,503.29,,0,18-25,UK,Desktop,Female,0
C008_20,C008,Football Fantasy League Challenge,Basketball,332.35,,0,26-35,UK,Desktop,Male,0
C008_21,C008,Football Fantasy League Challenge,Basketball,230.07,,0,26-35,Germany,Tablet,Male,0
C008_22,C008,Football Fantasy League Challenge,Basketball,888.3,,0,36-45,UK,Tablet,Female,0
C008_23,C008,Football Fantasy League Challenge,Basketball,317.48,,0,<18,Brazil,Mobile,Female,0
C008_24,C008,Football Fantasy League Challenge,Basketball,225.71,,0,26-35,USA,Mobile,Male,0
C008_25,C008,Football Fantasy League Challenge,Basketball,767.13,Merchandise Pack,200.63,<18,Australia,Tablet,Male,0
C008_26,C008,Football Fantasy League Challenge,Basketball,383.89,Fan Token,343.96,46-60,UK,Desktop,Male,0
C008_27,C008,Football Fantasy League Challenge,Basketball,718.5,,0,18-25,India,Tablet,Female,0
C008_28,C008,Football Fantasy League Challenge,Basketball,219.41,,0,46-60,UK,Tablet,Male,0
C008_29,C008,Football Fantasy League Challenge,Basketball,738.21,,0,60+,Brazil,Mobile,Female,0
C008_30,C008,Football Fantasy League Challenge,Basketball,92.74,Signed Jersey,491.45,36-45,USA,Mobile,Male,0
C008_31,C008,Football Fantasy League Challenge,Basketball,484.06,Signed Jersey,692.89,26-35,Australia,Mobile,Female,0
C008_32,C008,Football Fantasy League Challenge,Basketball,662.92,Discount Voucher,302.32,60+,India,Mobile,Female,0
C008_33,C008,Football Fantasy League Challenge,Basketball,231.53,Fan Token,826.12,<18,India,Desktop,Male,0
C008_34,C008,Football Fantasy League Challenge,Basketball,756.79,,0,<18,India,Desktop,Female,0
C008_35,C008,Football Fantasy League Challenge,Basketball,562.42,Match Tickets,507.02,46-60,Germany,Desktop,Male,0
C008_36,C008,Football Fantasy League Challenge,Basketball,150.58,,0,26-35,Australia,Mobile,Female,0
C008_37,C008,Football Fantasy League Challenge,Basketball,249.95,,0,26-35,Australia,Mobile,Male,0
C008_38,C008,Football Fantasy League Challenge,Basketball,375.97,,0,<18,Brazil,Tablet,Female,0
C008_39,C008,Football Fantasy League Challenge,Basketball,481.15,Fan Token,847.04,36-45,UK,Mobile,Female,0
C008_40,C008,Football Fantasy League Challenge,Basketball,720.11,,0,36-45,USA,Tablet,Male,0
C008_41,C008,Football Fantasy League Challenge,Basketball,503.13,,0,18-25,India,Desktop,Male,0
C008_42,C008,Football Fantasy League Challenge,Basketball,323.14,Fan Token,175.73,18-25,USA,Tablet,Female,0
C008_43,C008,Football Fantasy League Challenge,Basketball,520.57,,0,18-25,Australia,Desktop,Male,0
C008_44,C008,Football Fantasy League Challenge,Basketball,754.53,,0,<18,India,Mobile,Female,0
C008_45,C008,Football Fantasy League Challenge,Basketball,653.22,Match Tickets,395.9,18-25,Brazil,Desktop,Male,0
C008_46,C008,Football Fantasy League Challenge,Basketball,820.61,,0,18-25,UK,Mobile,Male,0
C008_47,C008,Football Fantasy League Challenge,Basketball,449.97,,0,60+,USA,Desktop,Male,0
C008_48,C008,Football Fantasy League Challenge,Basketball,650.8,Merchandise Pack,674.22,<18,Australia,Tablet,Female,0
C008_49,C008,Football Fantasy League Challenge,Basketball,251.24,,0,36-45,Brazil,Tablet,Female,0
C008_50,C008,Football Fantasy League Challenge,Basketball,494.56,Discount Voucher,568.02,36-45,USA,Mobile,Male,0
C008_51,C008,Football Fantasy League Challenge,Basketball,872.63,,0,26-35,India,Desktop,Male,0
C008_52,C008,Football Fantasy League Challenge,Basketball,124.41,,0,<18,UK,Tablet,Female,0
C008_53,C008,Football Fantasy League Challenge,Basketball,651.93,,0,26-35,India,Tablet,Female,0
C008_54,C008,Football Fantasy League Challenge,Basketball,344.14,Fan Token,115.17,<18,USA,Desktop,Female,0
C008_55,C008,Football Fantasy League Challenge,Basketball,816.57,,0,26-35,Australia,Desktop,Female,0
C008_56,C008,Football Fantasy League Challenge,Basketball,800.9,,0,36-45,India,Desktop,Female,0
C008_57,C008,Football Fantasy League Challenge,Basketball,423.15,,0,18-25,Brazil,Desktop,Female,0
C008_58,C008,Football Fantasy League Challenge,Basketball,773.27,,0,46-60,UK,Tablet,Female,0
C008_59,C008,Football Fantasy League Challenge,Basketball,211.66,,0,18-25,Germany,Desktop,Male,0
C008_60,C008,Football Fantasy League Challenge,Basketball,158.01,,0,26-35,USA,Mobile,Male,0
C008_61,C008,Football Fantasy League Challenge,Basketball,593.12,,0,18-25,Brazil,Tablet,Female,0
C008_62,C008,Football Fantasy League Challenge,Basketball,222,,0,18-25,India,Mobile,Male,0
C008_63,C008,Football Fantasy League Challenge,Basketball,689.41,,0,18-25,Brazil,Tablet,Male,0
C008_64,C008,Football Fantasy League Challenge,Basketball,253.34,,0,18-25,Germany,Tablet,Female,0
C008_65,C008,Football Fantasy League Challenge,Basketball,725.93,,0,<18,Brazil,Mobile,Female,0
C008_66,C008,Football Fantasy League Challenge,Basketball,311.02,,0,26-35,India,Desktop,Female,0
C008_67,C008,Football Fantasy League Challenge,Basketball,574.86,Match Tickets,610.27,26-35,USA,Mobile,Female,0
C008_68,C008,Football Fantasy League Challenge,Basketball,307.63,,0,36-45,Germany,Mobile,Male,0
C008_69,C008,Football Fantasy League Challenge,Basketball,601.36,Match Tickets,313.4,60+,Brazil,Tablet,Male,0
C008_70,C008,Football Fantasy League Challenge,Basketball,871.5,,0,18-25,UK,Tablet,Male,0
C008_71,C008,Football Fantasy League Challenge,Basketball,901.88,Fan Token,593.78,36-45,Australia,Tablet,Male,0
C008_72,C008,Football Fantasy League Challenge,Basketball,784.9,,0,26-35,USA,Mobile,Male,0
C008_73,C008,Football Fantasy League Challenge,Basketball,128.12,,0,18-25,Brazil,Desktop,Female,0
C008_74,C008,Football Fantasy League Challenge,Basketball,82.88,,0,26-35,Brazil,Desktop,Female,0
C008_75,C008,Football Fantasy League Challenge,Basketball,211.49,Discount Voucher,789.56,18-25,Germany,Desktop,Female,0
C008_76,C008,Football Fantasy League Challenge,Basketball,498.28,,0,26-35,Brazil,Tablet,Female,0
C008_77,C008,Football Fantasy League Challenge,Basketball,939.36,,0,26-35,Germany,Desktop,Female,0
C008_78,C008,Football Fantasy League Challenge,Basketball,813.66,,0,18-25,Germany,Desktop,Male,0
C008_79,C008,Football Fantasy League Challenge,Basketball,242.51,Discount Voucher,676.02,36-45,USA,Tablet,Male,0
C008_80,C008,Football Fantasy League Challenge,Basketball,910.28,,0,<18,UK,Mobile,Female,0
C008_81,C008,Football Fantasy League Challenge,Basketball,868.92,Discount Voucher,930.99,26-35,Germany,Desktop,Male,0
C008_82,C008,Football Fantasy League Challenge,Basketball,356.26,Discount Voucher,747.25,18-25,Germany,Desktop,Male,0
C008_83,C008,Football Fantasy League Challenge,Basketball,589.73,Signed Jersey,252.86,<18,USA,Tablet,Male,0
C008_84,C008,Football Fantasy League Challenge,Basketball,518.8,Match Tickets,270.44,36-45,India,Tablet,Male,0
C008_85,C008,Football Fantasy League Challenge,Basketball,95.97,,0,<18,Germany,Mobile,Female,0
C008_86,C008,Football Fantasy League Challenge,Basketball,157.21,Signed Jersey,747.06,36-45,Brazil,Mobile,Male,0
C008_87,C008,Football Fantasy League Challenge,Basketball,735.46,,0,18-25,USA,Desktop,Female,0
C008_88,C008,Football Fantasy League Challenge,Basketball,597.32,,0,36-45,Brazil,Mobile,Male,0
C008_89,C008,Football Fantasy League Challenge,Basketball,461.44,,0,46-60,USA,Desktop,Male,0
C008_90,C008,Football Fantasy League Challenge,Basketball,787.65,,0,<18,India,Mobile,Male,0
C008_91,C008,Football Fantasy League Challenge,Basketball,793.79,,0,36-45,UK,Mobile,Male,0
C008_92,C008,Football Fantasy League Challenge,Basketball,509.75,Fan Token,207.2,26-35,Germany,Tablet,Female,0
C008_93,C008,Football Fantasy League Challenge,Basketball,390.03,Discount Voucher,699.72,26-35,Germany,Desktop,Male,0
C008_94,C008,Football Fantasy League Challenge,Basketball,119.08,,0,36-45,Germany,Mobile,Male,0
C008_95,C008,Football Fantasy League Challenge,Basketball,604.43,,0,26-35,Australia,Desktop,Female,0
C008_96,C008,Football Fantasy League Challenge,Basketball,114.23,,0,18-25,Australia,Desktop,Male,0
C008_97,C008,Football Fantasy League Challenge,Basketball,275.15,,0,36-45,Australia,Desktop,Male,0
C008_98,C008,Football Fantasy League Challenge,Basketball,956.81,,0,<18,Brazil,Desktop,Male,0
C008_99,C008,Football Fantasy League Challenge,Basketball,125.54,,0,<18,Brazil,Tablet,Male,0
C008_100,C008,Football Fantasy League Challenge,Basketball,170.94,,0,36-45,India,Mobile,Female,0
C008_101,C008,Football Fantasy League Challenge,Basketball,583.59,Discount Voucher,899.45,18-25,Brazil,Tablet,Male,0
C008_102,C008,Football Fantasy League Challenge,Basketball,536.57,Fan Token,488.68,18-25,Australia,Tablet,Male,0
C008_103,C008,Football Fantasy League Challenge,Basketball,310.05,,0,18-25,India,Tablet,Female,0
C008_104,C008,Football Fantasy League Challenge,Basketball,691.03,Signed Jersey,575.76,<18,Brazil,Tablet,Female,0
C008_105,C008,Football Fantasy League Challenge,Basketball,94.68,Signed Jersey,132.55,18-25,Brazil,Desktop,Female,0
C008_106,C008,Football Fantasy League Challenge,Basketball,861.97,Merchandise Pack,815.37,18-25,India,Desktop,Female,0
C008_107,C008,Football Fantasy League Challenge,Basketball,287.92,Signed Jersey,134.76,26-35,Brazil,Mobile,Male,0
C008_108,C008,Football Fantasy League Challenge,Basketball,706.22,Merchandise Pack,901.43,36-45,Australia,Tablet,Male,0
C008_109,C008,Football Fantasy League Challenge,Basketball,851.63,,0,<18,Germany,Tablet,Female,0
C008_110,C008,Football Fantasy League Challenge,Basketball,215.53,,0,46-60,India,Mobile,Female,0
C008_111,C008,Football Fantasy League Challenge,Basketball,482.12,,0,26-35,Australia,Mobile,Male,0
C008_112,C008,Football Fantasy League Challenge,Basketball,780.22,,0,46-60,USA,Desktop,Female,0
C008_113,C008,Football Fantasy League Challenge,Basketball,497.79,,0,18-25,USA,Tablet,Female,0
C008_114,C008,Football Fantasy League Challenge,Basketball,750.16,Discount Voucher,444.21,36-45,Australia,Mobile,Female,0
C008_115,C008,Football Fantasy League Challenge,Basketball,435.75,,0,36-45,Brazil,Mobile,Male,0
C008_116,C008,Football Fantasy League Challenge,Basketball,620.42,,0,46-60,USA,Mobile,Female,0
C008_117,C008,Football Fantasy League Challenge,Basketball,172.23,,0,36-45,Germany,Mobile,Male,0
C008_118,C008,Football Fantasy League Challenge,Basketball,194.85,Match Tickets,919.42,<18,India,Tablet,Male,0
C008_119,C008,Football Fantasy League Challenge,Basketball,914.96,,0,18-25,UK,Desktop,Male,0
C008_120,C008,Football Fantasy League Challenge,Basketball,256.09,,0,36-45,USA,Desktop,Female,0
C008_121,C008,Football Fantasy League Challenge,Basketball,967.64,,0,36-45,UK,Tablet,Male,0
C008_122,C008,Football Fantasy League Challenge,Basketball,834.66,,0,18-25,UK,Desktop,Female,0
C008_123,C008,Football Fantasy League Challenge,Basketball,846.3,Fan Token,112.96,26-35,USA,Mobile,Female,0
C008_124,C008,Football Fantasy League Challenge,Basketball,480.51,Discount Voucher,734.27,26-35,India,Tablet,Male,0
C008_125,C008,Football Fantasy League Challenge,Basketball,537.86,,0,26-35,Australia,Desktop,Female,0
C008_126,C008,Football Fantasy League Challenge,Basketball,452.23,Signed Jersey,379.16,46-60,Australia,Tablet,Female,0
C008_127,C008,Football Fantasy League Challenge,Basketball,452.88,,0,18-25,USA,Desktop,Female,0
C008_128,C008,Football Fantasy League Challenge,Basketball,438.66,,0,18-25,Brazil,Desktop,Female,0
C008_129,C008,Football Fantasy League Challenge,Basketball,788.78,Signed Jersey,234.07,18-25,Australia,Mobile,Male,0
C008_130,C008,Football Fantasy League Challenge,Basketball,901.88,,0,36-45,Germany,Mobile,Male,0
C008_131,C008,Football Fantasy League Challenge,Basketball,864.07,,0,36-45,USA,Mobile,Female,0
C008_132,C008,Football Fantasy League Challenge,Basketball,646.76,,0,26-35,Germany,Desktop,Female,0
C008_133,C008,Football Fantasy League Challenge,Basketball,496.5,Fan Token,695.23,18-25,Australia,Mobile,Male,0
C008_134,C008,Football Fantasy League Challenge,Basketball,215.69,Merchandise Pack,241.73,36-45,UK,Tablet,Female,0
C008_135,C008,Football Fantasy League Challenge,Basketball,803.97,,0,26-35,UK,Mobile,Male,0
C008_136,C008,Football Fantasy League Challenge,Basketball,386.47,,0,<18,Brazil,Desktop,Female,0
C008_137,C008,Football Fantasy League Challenge,Basketball,522.84,,0,<18,USA,Desktop,Female,0
C008_138,C008,Football Fantasy League Challenge,Basketball,683.27,,0,36-45,Brazil,Mobile,Female,0
C008_139,C008,Football Fantasy League Challenge,Basketball,176.92,,0,26-35,UK,Mobile,Female,0
C008_140,C008,Football Fantasy League Challenge,Basketball,885.24,,0,46-60,USA,Mobile,Male,0
C008_141,C008,Football Fantasy League Challenge,Basketball,570.34,Discount Voucher,870.86,18-25,USA,Tablet,Female,0
C008_142,C008,Football Fantasy League Challenge,Basketball,814.47,Discount Voucher,666.2,36-45,UK,Tablet,Female,0
C008_143,C008,Football Fantasy League Challenge,Basketball,432.03,,0,26-35,Germany,Mobile,Female,0
C008_144,C008,Football Fantasy League Challenge,Basketball,913.99,,0,46-60,India,Desktop,Female,0
C008_145,C008,Football Fantasy League Challenge,Basketball,748.22,Match Tickets,597.45,60+,USA,Desktop,Male,0
C008_146,C008,Football Fantasy League Challenge,Basketball,389.38,,0,26-35,Germany,Mobile,Female,0
C008_147,C008,Football Fantasy League Challenge,Basketball,144.28,,0,<18,UK,Mobile,Female,0
C008_148,C008,Football Fantasy League Challenge,Basketball,499.25,,0,36-45,UK,Desktop,Male,0
C008_149,C008,Football Fantasy League Challenge,Basketball,89.99,,0,26-35,India,Desktop,Male,0
C008_150,C008,Football Fantasy League Challenge,Basketball,752.43,Signed Jersey,736.23,26-35,UK,Tablet,Male,0
C008_151,C008,Football Fantasy League Challenge,Basketball,557.25,Signed Jersey,325.3,18-25,UK,Tablet,Male,0
C008_152,C008,Football Fantasy League Challenge,Basketball,484.38,Discount Voucher,804.4,<18,UK,Desktop,Female,0
C008_153,C008,Football Fantasy League Challenge,Basketball,777.95,,0,18-25,UK,Desktop,Female,0
C008_154,C008,Football Fantasy League Challenge,Basketball,869.08,,0,18-25,Australia,Tablet,Male,0
C008_155,C008,Football Fantasy League Challenge,Basketball,636.26,,0,<18,Australia,Desktop,Male,0
C008_156,C008,Football Fantasy League Challenge,Basketball,404.73,,0,18-25,Germany,Mobile,Male,0
C008_157,C008,Football Fantasy League Challenge,Basketball,252.53,,0,26-35,USA,Mobile,Male,0
C008_158,C008,Football Fantasy League Challenge,Basketball,297.12,Discount Voucher,264.35,36-45,UK,Desktop,Male,0
C008_159,C008,Football Fantasy League Challenge,Basketball,449.48,Signed Jersey,603.24,46-60,Brazil,Mobile,Female,0
C008_160,C008,Football Fantasy League Challenge,Basketball,821.58,,0,<18,Germany,Tablet,Female,0
C008_161,C008,Football Fantasy League Challenge,Basketball,363.04,,0,60+,Brazil,Desktop,Female,246.74
C008_162,C008,Football Fantasy League Challenge,Basketball,749.52,Signed Jersey,354.95,26-35,Brazil,Tablet,Female,578.26
C008_163,C008,Football Fantasy League Challenge,Basketball,343.98,,0,18-25,Brazil,Mobile,Female,246.75
C008_164,C008,Football Fantasy League Challenge,Basketball,574.54,,0,26-35,India,Tablet,Male,469.29
C008_165,C008,Football Fantasy League Challenge,Basketball,695.55,Match Tickets,235.5,26-35,UK,Tablet,Female,798.59
C008_166,C008,Football Fantasy League Challenge,Basketball,535.76,,0,18-25,UK,Desktop,Female,181.16
C008_167,C008,Football Fantasy League Challenge,Basketball,179.34,,0,26-35,USA,Mobile,Male,935.62
C008_168,C008,Football Fantasy League Challenge,Basketball,438.34,,0,18-25,Australia,Desktop,Female,909.63
C008_169,C008,Football Fantasy League Challenge,Basketball,627.69,,0,<18,Germany,Mobile,Female,286.6
C008_170,C008,Football Fantasy League Challenge,Basketball,537.05,,0,18-25,Brazil,Desktop,Female,562.7
C008_171,C008,Football Fantasy League Challenge,Basketball,939.04,,0,18-25,Brazil,Desktop,Male,230.59
C008_172,C008,Football Fantasy League Challenge,Basketball,831.76,,0,<18,Brazil,Desktop,Female,899.11
C008_173,C008,Football Fantasy League Challenge,Basketball,323.14,Merchandise Pack,771.93,18-25,Australia,Mobile,Male,313.01
C008_174,C008,Football Fantasy League Challenge,Basketball,583.59,Discount Voucher,760.9,18-25,Australia,Desktop,Male,348.62
C008_175,C008,Football Fantasy League Challenge,Basketball,488.75,Merchandise Pack,875.72,60+,USA,Mobile,Female,844.38
C008_176,C008,Football Fantasy League Challenge,Basketball,662.43,,0,<18,Australia,Mobile,Female,609.68
C008_177,C008,Football Fantasy League Challenge,Basketball,915.77,,0,46-60,India,Desktop,Male,673.9
C008_178,C008,Football Fantasy League Challenge,Basketball,898.81,Discount Voucher,533.22,<18,Australia,Mobile,Female,125.22
C008_179,C008,Football Fantasy League Challenge,Basketball,180.31,Signed Jersey,483.29,26-35,Brazil,Desktop,Female,283.1
C008_180,C008,Football Fantasy League Challenge,Basketball,224.9,,0,36-45,Brazil,Desktop,Female,663.51
C008_181,C008,Football Fantasy League Challenge,Basketball,563.39,Fan Token,280.03,36-45,Australia,Mobile,Male,671.73
C008_182,C008,Football Fantasy League Challenge,Basketball,194.85,,0,26-35,USA,Desktop,Female,733.86
C008_183,C008,Football Fantasy League Challenge,Basketball,641.27,,0,<18,Germany,Tablet,Female,955.17
C008_184,C008,Football Fantasy League Challenge,Basketball,209.72,,0,36-45,Brazil,Mobile,Female,389.52
C008_185,C008,Football Fantasy League Challenge,Basketball,163.51,,0,18-25,UK,Mobile,Female,844.96
C008_186,C008,Football Fantasy League Challenge,Basketball,334.29,,0,36-45,UK,Mobile,Male,173.39
C008_187,C008,Football Fantasy League Challenge,Basketball,930.64,Signed Jersey,789.52,18-25,Germany,Desktop,Female,737.87
C008_188,C008,Football Fantasy League Challenge,Basketball,519.12,,0,36-45,UK,Mobile,Female,452.38
C008_189,C008,Football Fantasy League Challenge,Basketball,672.61,,0,<18,Brazil,Tablet,Male,590.17
C008_190,C008,Football Fantasy League Challenge,Basketball,390.67,,0,26-35,Germany,Desktop,Male,842.99
C008_191,C008,Football Fantasy League Challenge,Basketball,198.89,Merchandise Pack,476.69,36-45,USA,Tablet,Female,193.93
C008_192,C008,Football Fantasy League Challenge,Basketball,819.31,Match Tickets,906.92,18-25,Germany,Mobile,Male,701.51
C008_193,C008,Football Fantasy League Challenge,Basketball,888.79,Merchandise Pack,436.6,26-35,UK,Mobile,Male,120.39
C008_194,C008,Football Fantasy League Challenge,Basketball,533.02,Discount Voucher,497.18,<18,UK,Desktop,Male,569.99
C008_195,C008,Football Fantasy League Challenge,Basketball,576.96,Match Tickets,764.03,18-25,Germany,Tablet,Female,166.01
C008_196,C008,Football Fantasy League Challenge,Basketball,179.99,,0,36-45,Australia,Mobile,Male,369.77
C008_197,C008,Football Fantasy League Challenge,Basketball,674.23,Match Tickets,453.02,26-35,India,Mobile,Male,927.62
C008_198,C008,Football Fantasy League Challenge,Basketball,503.61,Signed Jersey,481.67,<18,UK,Mobile,Female,690.34
C008_199,C008,Football Fantasy League Challenge,Basketball,303.91,,0,26-35,USA,Mobile,Female,241.54
C008_200,C008,Football Fantasy League Challenge,Basketball,896.71,,0,26-35,Germany,Tablet,Male,708.12
C009_1,C009,Basketball Prediction Challenge,Cricket,1212.94,,0,36-45,Brazil,Mobile,Female,542.31
C009_2,C009,Basketball Prediction Challenge,Cricket,976.21,Discount Voucher,399.84,36-45,Australia,Mobile,Female,574.35
C009_3,C009,Basketball Prediction Challenge,Cricket,238.88,Merchandise Pack,843.25,60+,Australia,Desktop,Female,186.39
C009_4,C009,Basketball Prediction Challenge,Cricket,310.83,,0,<18,UK,Tablet,Male,196.49
C009_5,C009,Basketball Prediction Challenge,Cricket,234.14,Signed Jersey,235.67,18-25,Germany,Tablet,Female,315.39
C009_6,C009,Basketball Prediction Challenge,Cricket,1002.49,,0,26-35,Brazil,Desktop,Female,435.41
C009_7,C009,Basketball Prediction Challenge,Cricket,205.5,,0,60+,Brazil,Desktop,Female,116.59
C009_8,C009,Basketball Prediction Challenge,Cricket,917.19,,0,36-45,Germany,Mobile,Female,238.8
C009_9,C009,Basketball Prediction Challenge,Cricket,727.42,Discount Voucher,906.88,<18,Australia,Desktop,Male,794.72
C009_10,C009,Basketball Prediction Challenge,Cricket,826.08,,0,18-25,India,Mobile,Female,202.67
C009_11,C009,Basketball Prediction Challenge,Cricket,618.86,,0,26-35,Australia,Tablet,Female,846.84
C009_12,C009,Basketball Prediction Challenge,Cricket,304.58,,0,<18,Germany,Mobile,Male,912.62
C009_13,C009,Basketball Prediction Challenge,Cricket,341.2,,0,36-45,USA,Tablet,Male,529.92
C009_14,C009,Basketball Prediction Challenge,Cricket,567.38,Signed Jersey,829.93,36-45,Australia,Tablet,Male,823.87
C009_15,C009,Basketball Prediction Challenge,Cricket,152.51,,0,18-25,India,Tablet,Male,497.05
C009_16,C009,Basketball Prediction Challenge,Cricket,470.87,,0,18-25,India,Mobile,Female,644.26
C009_17,C009,Basketball Prediction Challenge,Cricket,476.69,,0,18-25,Brazil,Desktop,Female,586.14
C009_18,C009,Basketball Prediction Challenge,Cricket,1118.16,,0,18-25,Australia,Mobile,Female,714.65
